from_place,Destination,Travel_Mode,Accommodation_Type,Food_Preference,Activity,Purpose,Travel_Duration_Days,Season,Month,Group_Size,Distance_in_km,Specific_Interests,Discounts_Offers,Destination_Popularity,Cost_Transportation,Cost_Accommodation,Cost_Food,Cost_Activities,Age_Group,Income_Level,Budget
Delhi,Jaipur,Flight,Homestay,Budget Meals,Sightseeing,Pilgrimage,13,Winter,November,3,1608,Adventure Sports,Airline Miles,High,11618,11226,1195,1573,Adult,Low,49465
Kolkata,Varanasi,Bus,Hotel,Non-Vegetarian,Cultural Events,Leisure,3,Monsoon,March,1,2255,Religious Sites,Hotel Membership,Low,8695,1728,3092,6688,Senior,Middle,18397
Delhi,Delhi,Train,Homestay,Local Cuisine,Shopping,Leisure,3,Monsoon,October,1,2050,Adventure Sports,Hotel Membership,High,9142,3468,4889,4007,Adult,Middle,37596
Kolkata,Kolkata,Train,Hostel,Budget Meals,Relaxation,Work,11,Winter,May,5,1696,Shopping,Hotel Membership,Low,14126,18401,4393,7497,Youth,Middle,41616
Delhi,Shimla,Flight,Resort,Vegetarian,Cultural Events,Leisure,10,Winter,November,3,2117,Shopping,Travel Discounts,Low,9443,15851,4985,3458,Youth,High,10102
Bangalore,Bangalore,Car,Resort,Budget Meals,Shopping,Leisure,9,Summer,October,4,922,Shopping,Airline Miles,Medium,3420,8876,1732,5419,Adult,Middle,6366
Delhi,Rajasthan,Car,Homestay,Vegetarian,Cultural Events,Leisure,6,Monsoon,February,6,883,Adventure Sports,Travel Discounts,High,3456,7288,726,4523,Adult,Middle,33552
Kolkata,Kolkata,Flight,Resort,Local Cuisine,Shopping,Work,8,Autumn,September,4,1778,Beaches,Hotel Membership,Low,3883,2383,4480,826,Youth,Low,16018
Delhi,Jaipur,Flight,Hostel,Local Cuisine,Shopping,Work,6,Monsoon,October,3,310,Shopping,Airline Miles,Low,13033,17392,1488,9051,Senior,High,11737
Mumbai,Mumbai,Train,Hostel,Non-Vegetarian,Sightseeing,Work,15,Monsoon,August,1,1025,Adventure Sports,Travel Discounts,High,2750,6739,2253,4998,Adult,Middle,46153
Kolkata,Varanasi,Car,Homestay,Local Cuisine,Trekking,Adventure,4,Monsoon,October,1,2058,Adventure Sports,Hotel Membership,Medium,8786,13050,3024,845,Senior,High,35731
Mumbai,Mumbai,Bus,Hotel,Local Cuisine,Relaxation,Leisure,7,Winter,December,6,273,Wildlife,None,High,8248,13729,564,6938,Adult,Middle,35260
Mumbai,Goa,Flight,Homestay,Local Cuisine,Sightseeing,Leisure,12,Winter,April,3,911,Shopping,None,Medium,13074,14531,3225,7420,Youth,Low,43933
Kolkata,Kolkata,Car,Hotel,Budget Meals,Relaxation,Work,8,Monsoon,September,1,1491,Religious Sites,Travel Discounts,High,1050,14128,2139,5506,Adult,High,44649
Delhi,Jaipur,Train,Hotel,Budget Meals,Sightseeing,Pilgrimage,14,Winter,February,2,1072,Adventure Sports,Hotel Membership,Low,10716,11734,2808,3754,Youth,Middle,10526
Delhi,Rajasthan,Flight,Hostel,Budget Meals,Cultural Events,Work,8,Monsoon,March,4,1595,Historical Sites,Airline Miles,Low,14956,6529,907,7070,Senior,Middle,29435
Kolkata,Kolkata,Car,Homestay,Vegetarian,Shopping,Leisure,8,Monsoon,March,1,1557,Historical Sites,None,Low,4328,7243,2680,5217,Senior,Middle,11193
Kolkata,Kolkata,Bus,Homestay,Non-Vegetarian,Shopping,Leisure,12,Autumn,March,4,896,Shopping,Travel Discounts,High,5754,9578,2429,7888,Youth,Middle,48490
Delhi,Shimla,Bus,Resort,Non-Vegetarian,Relaxation,Leisure,7,Autumn,February,1,1970,Shopping,Travel Discounts,Low,5198,3393,1280,9625,Youth,Low,41629
Delhi,Shimla,Train,Hotel,Budget Meals,Relaxation,Pilgrimage,3,Monsoon,April,4,1501,Adventure Sports,Hotel Membership,Low,1673,6877,2632,3283,Senior,Middle,28763
Delhi,Rajasthan,Train,Homestay,Budget Meals,Trekking,Work,5,Monsoon,August,2,417,Beaches,Airline Miles,Medium,13252,12815,4023,5135,Adult,High,15154
Mumbai,Mumbai,Flight,Hotel,Local Cuisine,Relaxation,Work,12,Monsoon,September,3,1834,Shopping,None,High,1894,8532,2000,1087,Adult,Middle,29688
Delhi,Rajasthan,Train,Hostel,Budget Meals,Sightseeing,Adventure,8,Summer,December,4,1837,Historical Sites,Travel Discounts,High,14858,5851,1512,6227,Youth,Low,49326
Delhi,Delhi,Car,Homestay,Budget Meals,Trekking,Work,7,Monsoon,March,2,2133,Wildlife,Airline Miles,Low,2545,11769,712,5157,Senior,High,35737
Delhi,Shimla,Car,Resort,Local Cuisine,Cultural Events,Adventure,5,Winter,July,3,2468,Beaches,Travel Discounts,Medium,10735,1190,3198,1218,Senior,High,18087
Delhi,Rajasthan,Bus,Hotel,Budget Meals,Shopping,Leisure,14,Autumn,June,6,2381,Historical Sites,None,Low,7248,4032,3767,4680,Youth,Low,38810
Mumbai,Mumbai,Flight,Hostel,Local Cuisine,Cultural Events,Work,9,Autumn,February,1,902,Religious Sites,Travel Discounts,Low,14211,11161,1575,6382,Senior,Low,11010
Kolkata,Varanasi,Bus,Hotel,Budget Meals,Sightseeing,Adventure,11,Monsoon,September,2,2055,Religious Sites,Hotel Membership,High,8112,14959,1261,1162,Senior,Middle,29507
Kolkata,Kolkata,Flight,Homestay,Non-Vegetarian,Sightseeing,Pilgrimage,4,Autumn,November,2,2702,Wildlife,Travel Discounts,Medium,5921,5869,1546,5421,Youth,High,47595
Delhi,Rajasthan,Train,Hotel,Local Cuisine,Cultural Events,Work,15,Autumn,May,5,245,Wildlife,Travel Discounts,Low,10313,9302,3411,4675,Senior,Low,35743
Bangalore,Bangalore,Flight,Hotel,Vegetarian,Shopping,Work,5,Winter,February,6,2759,Beaches,Hotel Membership,Low,12863,15909,4185,4842,Adult,Low,40966
Bangalore,Bangalore,Car,Hotel,Local Cuisine,Trekking,Pilgrimage,4,Summer,March,1,2524,Religious Sites,None,High,11744,16634,4269,7137,Senior,High,8129
Kolkata,Kolkata,Car,Hotel,Vegetarian,Cultural Events,Leisure,13,Autumn,May,5,2576,Adventure Sports,Airline Miles,High,12403,7167,719,3928,Adult,High,38775
Delhi,Delhi,Train,Homestay,Budget Meals,Sightseeing,Pilgrimage,6,Summer,November,2,1834,Adventure Sports,None,High,3497,15590,4473,8224,Youth,Middle,42399
Delhi,Rajasthan,Flight,Homestay,Vegetarian,Relaxation,Leisure,9,Summer,April,3,2382,Adventure Sports,Travel Discounts,Low,10480,19163,2882,1106,Adult,Middle,35810
Kolkata,Kolkata,Bus,Homestay,Vegetarian,Shopping,Leisure,8,Autumn,September,5,2554,Shopping,None,Low,7834,16510,1457,8606,Senior,High,20802
Bangalore,Kerala,Bus,Hostel,Vegetarian,Shopping,Pilgrimage,13,Monsoon,August,6,1836,Adventure Sports,Travel Discounts,Low,4599,12113,4337,2648,Adult,High,16474
Kolkata,Varanasi,Car,Hostel,Non-Vegetarian,Sightseeing,Adventure,3,Autumn,July,6,2722,Beaches,Travel Discounts,High,4268,6122,4531,2153,Adult,Middle,24231
Mumbai,Goa,Train,Hotel,Local Cuisine,Shopping,Adventure,11,Monsoon,April,2,2330,Adventure Sports,Airline Miles,High,14218,3086,3266,7555,Youth,High,36024
Mumbai,Goa,Train,Homestay,Local Cuisine,Sightseeing,Pilgrimage,7,Summer,February,5,967,Adventure Sports,Airline Miles,Low,10900,4412,913,7673,Adult,Low,13157
Kolkata,Kolkata,Car,Resort,Budget Meals,Shopping,Work,10,Winter,October,5,467,Beaches,Airline Miles,Medium,12602,15467,4644,8665,Senior,Low,37605
Delhi,Jaipur,Bus,Hotel,Budget Meals,Sightseeing,Adventure,12,Summer,November,3,1420,Beaches,Travel Discounts,Medium,9274,6611,1198,4858,Adult,High,16826
Mumbai,Mumbai,Bus,Hotel,Vegetarian,Shopping,Pilgrimage,7,Autumn,June,6,2773,Wildlife,Travel Discounts,Medium,14965,17913,3463,987,Adult,Low,34223
Kolkata,Kolkata,Train,Resort,Local Cuisine,Cultural Events,Leisure,14,Winter,December,5,335,Adventure Sports,Travel Discounts,Low,11509,5946,973,9016,Adult,Middle,28105
Kolkata,Kolkata,Bus,Hotel,Vegetarian,Cultural Events,Pilgrimage,11,Autumn,November,6,2317,Adventure Sports,Travel Discounts,Low,4360,18839,4122,6156,Senior,Middle,49525
Mumbai,Goa,Train,Resort,Vegetarian,Trekking,Leisure,6,Summer,May,1,201,Shopping,Airline Miles,Low,10040,11231,4770,6082,Senior,Low,47281
Delhi,Shimla,Car,Hotel,Non-Vegetarian,Cultural Events,Pilgrimage,8,Winter,January,5,2476,Adventure Sports,None,Medium,11272,17629,3403,2528,Youth,High,34094
Bangalore,Bangalore,Train,Homestay,Budget Meals,Shopping,Pilgrimage,6,Winter,August,3,2394,Adventure Sports,Hotel Membership,Low,10384,5586,3593,9014,Senior,Low,12434
Delhi,Rajasthan,Car,Resort,Vegetarian,Shopping,Pilgrimage,14,Winter,June,5,2435,Religious Sites,Travel Discounts,High,2018,14922,1565,8302,Youth,Middle,34246
Bangalore,Bangalore,Bus,Resort,Non-Vegetarian,Sightseeing,Work,4,Winter,June,6,2205,Adventure Sports,Travel Discounts,Medium,12988,14661,1834,2864,Senior,Low,34625
Kolkata,Varanasi,Flight,Homestay,Local Cuisine,Sightseeing,Pilgrimage,7,Autumn,December,4,579,Religious Sites,Hotel Membership,Low,14964,14389,1403,2480,Adult,High,15322
Delhi,Rajasthan,Bus,Hostel,Vegetarian,Trekking,Work,6,Monsoon,January,5,677,Adventure Sports,None,High,13841,14820,898,5499,Adult,Low,37376
Delhi,Shimla,Bus,Resort,Non-Vegetarian,Relaxation,Leisure,4,Summer,December,4,58,Historical Sites,Travel Discounts,Medium,8786,5351,1634,8770,Senior,Middle,25269
Kolkata,Varanasi,Car,Resort,Vegetarian,Trekking,Pilgrimage,13,Autumn,November,4,660,Wildlife,Travel Discounts,Low,1750,15519,2772,1950,Youth,High,9860
Kolkata,Varanasi,Bus,Hostel,Non-Vegetarian,Trekking,Adventure,11,Winter,October,6,2947,Shopping,Airline Miles,Low,1305,4941,4856,3444,Youth,Middle,8631
Delhi,Jaipur,Train,Homestay,Non-Vegetarian,Trekking,Pilgrimage,14,Summer,April,6,2423,Wildlife,Travel Discounts,Medium,8160,6914,3899,894,Senior,Middle,19776
Delhi,Jaipur,Bus,Hotel,Local Cuisine,Trekking,Pilgrimage,5,Autumn,May,1,519,Adventure Sports,Airline Miles,Medium,12118,6544,982,5829,Youth,Low,45961
Bangalore,Bangalore,Flight,Hostel,Non-Vegetarian,Trekking,Pilgrimage,12,Winter,May,4,454,Religious Sites,None,High,13322,8749,4538,8833,Senior,Middle,7699
Bangalore,Kerala,Flight,Homestay,Non-Vegetarian,Relaxation,Adventure,12,Winter,May,1,1353,Historical Sites,None,Low,10603,4326,2517,9588,Senior,Low,46876
Kolkata,Varanasi,Bus,Homestay,Budget Meals,Trekking,Adventure,7,Monsoon,October,4,1876,Beaches,Travel Discounts,High,14314,16225,2869,3242,Youth,Low,34723
Mumbai,Goa,Train,Resort,Budget Meals,Cultural Events,Adventure,6,Autumn,May,5,1077,Shopping,None,High,7476,5029,1644,9617,Adult,Middle,27294
Delhi,Rajasthan,Bus,Homestay,Local Cuisine,Cultural Events,Work,15,Summer,October,5,1353,Shopping,Hotel Membership,Medium,10822,11762,630,2690,Senior,Low,29283
Delhi,Jaipur,Flight,Homestay,Non-Vegetarian,Cultural Events,Leisure,7,Autumn,January,1,2805,Wildlife,None,High,14632,15587,1511,6283,Adult,High,34464
Delhi,Rajasthan,Flight,Hotel,Local Cuisine,Cultural Events,Adventure,6,Monsoon,July,2,2905,Religious Sites,Airline Miles,High,13425,10212,3431,3637,Youth,High,15466
Bangalore,Bangalore,Bus,Hostel,Non-Vegetarian,Cultural Events,Adventure,10,Monsoon,December,2,1009,Historical Sites,None,Low,7489,4635,2772,9824,Senior,Middle,25220
Mumbai,Goa,Flight,Resort,Budget Meals,Trekking,Work,12,Summer,September,2,2752,Wildlife,Airline Miles,Low,13816,9989,2071,878,Senior,High,28127
Mumbai,Goa,Bus,Resort,Budget Meals,Shopping,Leisure,4,Monsoon,November,5,1909,Shopping,Travel Discounts,High,12143,17983,4322,8619,Adult,High,33241
Mumbai,Mumbai,Bus,Resort,Local Cuisine,Sightseeing,Adventure,3,Winter,December,2,242,Wildlife,Airline Miles,High,10368,1831,2348,7443,Youth,Low,42373
Delhi,Delhi,Bus,Homestay,Vegetarian,Cultural Events,Adventure,15,Summer,March,3,1323,Historical Sites,Hotel Membership,High,8759,8810,3291,1391,Adult,High,41035
Bangalore,Bangalore,Flight,Hostel,Vegetarian,Cultural Events,Pilgrimage,15,Summer,February,5,2587,Shopping,None,Medium,14888,3130,1544,1515,Adult,Low,27222
Delhi,Shimla,Train,Hostel,Budget Meals,Relaxation,Leisure,3,Monsoon,October,6,1818,Shopping,Travel Discounts,Low,13320,14471,2409,673,Adult,Middle,7550
Delhi,Shimla,Car,Resort,Non-Vegetarian,Relaxation,Work,8,Autumn,July,5,2586,Shopping,Airline Miles,High,1201,3213,2086,9891,Youth,High,45178
Delhi,Rajasthan,Car,Homestay,Local Cuisine,Relaxation,Adventure,14,Monsoon,June,4,2021,Beaches,Hotel Membership,Medium,9407,12722,3049,9366,Youth,Low,41891
Kolkata,Varanasi,Flight,Homestay,Local Cuisine,Sightseeing,Adventure,12,Autumn,May,5,1454,Historical Sites,None,Medium,4201,7565,2148,1620,Adult,Low,25163
Mumbai,Goa,Car,Homestay,Non-Vegetarian,Sightseeing,Adventure,5,Autumn,December,6,1964,Wildlife,None,High,9125,8189,530,4154,Senior,Low,39356
Bangalore,Bangalore,Car,Hostel,Non-Vegetarian,Sightseeing,Leisure,6,Autumn,October,2,1029,Shopping,None,High,2208,12727,745,9588,Youth,Low,6241
Delhi,Shimla,Car,Hostel,Budget Meals,Trekking,Adventure,11,Monsoon,August,2,2635,Historical Sites,Airline Miles,Low,3855,12135,2514,3425,Youth,Low,45073
Mumbai,Goa,Train,Hostel,Local Cuisine,Cultural Events,Adventure,8,Summer,May,1,135,Shopping,Travel Discounts,Medium,14262,13201,1903,9133,Senior,Middle,16349
Delhi,Jaipur,Bus,Homestay,Local Cuisine,Relaxation,Adventure,6,Winter,February,2,585,Wildlife,Airline Miles,Low,10622,7196,4886,5319,Youth,Middle,21155
Delhi,Jaipur,Bus,Hostel,Local Cuisine,Shopping,Work,14,Summer,January,6,1197,Beaches,Airline Miles,Medium,13309,17684,3565,8668,Senior,Middle,37047
Kolkata,Varanasi,Bus,Homestay,Local Cuisine,Sightseeing,Adventure,9,Summer,June,6,1581,Religious Sites,Airline Miles,High,8406,8680,3743,4081,Adult,Middle,27618
Mumbai,Mumbai,Flight,Homestay,Vegetarian,Shopping,Adventure,13,Autumn,October,2,1582,Beaches,Airline Miles,High,8622,17785,3255,7481,Adult,Middle,21806
Kolkata,Varanasi,Train,Hostel,Local Cuisine,Relaxation,Pilgrimage,5,Autumn,July,3,2087,Religious Sites,Hotel Membership,High,6883,3700,2912,8720,Senior,High,12158
Bangalore,Bangalore,Train,Hostel,Vegetarian,Relaxation,Work,13,Winter,May,2,453,Adventure Sports,Hotel Membership,Medium,13209,9993,2061,2758,Senior,High,20259
Bangalore,Kerala,Car,Homestay,Budget Meals,Sightseeing,Work,3,Monsoon,January,3,1204,Religious Sites,Travel Discounts,High,12851,7877,4386,4329,Senior,High,41067
Kolkata,Kolkata,Car,Resort,Non-Vegetarian,Shopping,Pilgrimage,7,Autumn,December,4,1445,Beaches,Travel Discounts,High,7139,5553,1551,5506,Senior,Low,47329
Bangalore,Kerala,Train,Hotel,Non-Vegetarian,Cultural Events,Work,3,Autumn,November,3,1441,Religious Sites,Hotel Membership,High,10299,2055,1639,3018,Adult,High,31017
Delhi,Rajasthan,Bus,Hotel,Vegetarian,Shopping,Leisure,8,Autumn,July,2,1650,Beaches,Hotel Membership,High,2709,19117,1955,1025,Senior,High,23649
Delhi,Jaipur,Car,Hostel,Budget Meals,Shopping,Work,15,Autumn,January,2,865,Adventure Sports,Travel Discounts,Medium,9495,1361,1907,5853,Adult,Middle,12382
Delhi,Rajasthan,Car,Homestay,Non-Vegetarian,Sightseeing,Pilgrimage,15,Summer,February,2,2247,Shopping,Airline Miles,Medium,14400,16557,1800,9922,Adult,High,24334
Delhi,Delhi,Train,Resort,Budget Meals,Relaxation,Pilgrimage,4,Summer,September,6,2855,Beaches,Travel Discounts,High,9615,11777,4521,8039,Adult,High,31269
Bangalore,Kerala,Train,Hostel,Budget Meals,Shopping,Work,3,Winter,December,1,1229,Shopping,Travel Discounts,High,11120,15158,4250,6802,Senior,Low,22090
Delhi,Delhi,Car,Homestay,Local Cuisine,Shopping,Leisure,7,Winter,July,6,228,Adventure Sports,Airline Miles,Medium,13482,19114,1493,6541,Youth,Low,47839
Delhi,Delhi,Flight,Hotel,Budget Meals,Shopping,Work,9,Monsoon,July,4,725,Wildlife,Travel Discounts,Medium,13221,14085,2092,6999,Youth,Low,49962
Mumbai,Mumbai,Flight,Homestay,Local Cuisine,Relaxation,Work,6,Monsoon,February,6,609,Religious Sites,Travel Discounts,Medium,14441,10146,1821,3294,Youth,High,13753
Delhi,Rajasthan,Car,Homestay,Budget Meals,Relaxation,Adventure,15,Winter,March,3,558,Historical Sites,Airline Miles,Medium,3915,8099,782,9221,Youth,Middle,40226
Delhi,Delhi,Train,Hotel,Budget Meals,Relaxation,Pilgrimage,4,Winter,November,5,2675,Shopping,None,High,5091,13276,2454,3776,Youth,Low,41973
Mumbai,Goa,Train,Hostel,Non-Vegetarian,Shopping,Adventure,4,Autumn,January,1,1430,Beaches,None,Low,2764,11719,3143,9708,Senior,Low,49583
Bangalore,Bangalore,Car,Hotel,Budget Meals,Sightseeing,Adventure,5,Summer,September,4,1802,Beaches,None,Low,6181,1392,3688,3985,Adult,Low,38636
Kolkata,Varanasi,Flight,Resort,Local Cuisine,Sightseeing,Adventure,7,Winter,November,3,2712,Historical Sites,None,Low,13964,19651,1904,4627,Youth,High,5197
Delhi,Delhi,Flight,Hotel,Budget Meals,Shopping,Leisure,11,Monsoon,November,6,1641,Beaches,None,High,10970,15709,3632,8872,Senior,High,8948
Kolkata,Varanasi,Flight,Homestay,Budget Meals,Trekking,Work,15,Summer,September,5,2936,Historical Sites,Travel Discounts,Low,2300,2963,1626,6636,Adult,Middle,47042
Kolkata,Kolkata,Bus,Resort,Budget Meals,Cultural Events,Adventure,4,Summer,March,4,887,Shopping,Airline Miles,Medium,11544,2297,4766,7297,Senior,Middle,49743
Delhi,Jaipur,Train,Homestay,Vegetarian,Trekking,Adventure,11,Winter,April,6,1406,Beaches,Airline Miles,Medium,9543,11539,2003,7747,Senior,Low,13345
Delhi,Delhi,Flight,Hotel,Local Cuisine,Cultural Events,Adventure,11,Winter,August,1,838,Beaches,Airline Miles,High,7983,16305,3051,3189,Senior,Low,29856
Delhi,Delhi,Car,Homestay,Non-Vegetarian,Shopping,Work,14,Summer,July,2,2531,Adventure Sports,Hotel Membership,High,6891,14049,3594,3248,Adult,Middle,12395
Kolkata,Kolkata,Flight,Hostel,Non-Vegetarian,Sightseeing,Leisure,12,Autumn,September,5,1825,Historical Sites,Airline Miles,Low,3878,9430,3616,8096,Adult,Middle,7200
Bangalore,Bangalore,Flight,Hostel,Vegetarian,Cultural Events,Adventure,6,Monsoon,July,5,2532,Adventure Sports,Airline Miles,High,9203,13263,4525,7128,Adult,Middle,40373
Mumbai,Goa,Train,Homestay,Non-Vegetarian,Relaxation,Pilgrimage,12,Monsoon,July,4,1310,Historical Sites,Airline Miles,Medium,13636,12422,4674,8505,Senior,High,44185
Delhi,Shimla,Train,Homestay,Non-Vegetarian,Relaxation,Work,9,Monsoon,December,1,2716,Shopping,Hotel Membership,Low,12082,1925,1711,4781,Senior,Middle,24693
Mumbai,Goa,Train,Resort,Budget Meals,Sightseeing,Pilgrimage,13,Summer,May,2,2516,Historical Sites,Airline Miles,High,14594,14987,2571,5451,Senior,High,48997
Delhi,Jaipur,Bus,Resort,Budget Meals,Trekking,Pilgrimage,9,Autumn,October,3,1735,Shopping,Airline Miles,Medium,12452,11095,552,3259,Adult,Low,17050
Kolkata,Varanasi,Train,Hostel,Local Cuisine,Trekking,Adventure,3,Winter,February,6,1761,Shopping,Airline Miles,High,4244,16940,1990,8734,Youth,Middle,41856
Kolkata,Kolkata,Train,Resort,Non-Vegetarian,Shopping,Work,8,Summer,March,2,291,Adventure Sports,Airline Miles,Medium,2404,13377,1521,5034,Youth,Middle,47382
Kolkata,Varanasi,Bus,Hotel,Non-Vegetarian,Sightseeing,Pilgrimage,9,Winter,October,2,2007,Historical Sites,None,Low,13972,1237,3577,9020,Adult,Middle,49149
Bangalore,Bangalore,Flight,Hotel,Non-Vegetarian,Relaxation,Work,10,Autumn,June,5,1809,Shopping,Travel Discounts,Low,1937,12666,3205,2141,Youth,Middle,18689
Mumbai,Mumbai,Flight,Hostel,Non-Vegetarian,Sightseeing,Adventure,6,Autumn,December,2,155,Shopping,Travel Discounts,High,1051,11557,636,6401,Youth,High,44610
Delhi,Delhi,Car,Hostel,Local Cuisine,Shopping,Adventure,10,Monsoon,November,4,1006,Shopping,Travel Discounts,Low,2645,13611,2907,3696,Senior,Low,39973
Delhi,Shimla,Bus,Homestay,Local Cuisine,Relaxation,Adventure,10,Winter,March,4,406,Beaches,Airline Miles,High,13341,3930,1364,7625,Senior,Low,11462
Kolkata,Varanasi,Bus,Hostel,Local Cuisine,Shopping,Adventure,3,Summer,June,4,1198,Shopping,Travel Discounts,Low,6452,8333,1029,6123,Adult,High,41865
Delhi,Rajasthan,Flight,Homestay,Budget Meals,Shopping,Work,6,Autumn,November,6,2351,Beaches,None,Medium,13133,7165,1451,9885,Adult,Low,26618
Kolkata,Kolkata,Train,Resort,Local Cuisine,Shopping,Adventure,14,Monsoon,July,5,56,Wildlife,Hotel Membership,Low,14050,5138,4757,4139,Youth,Middle,47054
Kolkata,Varanasi,Car,Hostel,Local Cuisine,Trekking,Work,14,Winter,September,4,1344,Beaches,Airline Miles,Low,14912,2125,3122,5560,Senior,High,40818
Delhi,Rajasthan,Flight,Hotel,Vegetarian,Sightseeing,Leisure,9,Winter,May,6,2400,Religious Sites,Airline Miles,High,14894,8375,930,3433,Adult,High,14010
Delhi,Delhi,Flight,Hostel,Vegetarian,Trekking,Adventure,8,Autumn,May,6,702,Adventure Sports,Travel Discounts,Low,12907,10274,2813,3696,Senior,High,8961
Bangalore,Bangalore,Car,Resort,Vegetarian,Sightseeing,Adventure,3,Autumn,February,2,1374,Religious Sites,Travel Discounts,Medium,5769,5745,2218,4073,Senior,Low,6096
Mumbai,Mumbai,Bus,Hotel,Budget Meals,Trekking,Leisure,4,Winter,June,6,2407,Religious Sites,Hotel Membership,High,1859,4845,4722,6045,Senior,Middle,39366
Delhi,Delhi,Train,Homestay,Local Cuisine,Shopping,Adventure,4,Summer,November,6,1704,Historical Sites,Airline Miles,Low,7150,3936,4298,6760,Adult,High,29448
Kolkata,Varanasi,Train,Hostel,Local Cuisine,Sightseeing,Leisure,4,Autumn,June,1,541,Historical Sites,Hotel Membership,Low,2549,6934,3645,8432,Senior,High,31560
Kolkata,Kolkata,Car,Hotel,Vegetarian,Trekking,Leisure,10,Autumn,May,5,562,Historical Sites,Travel Discounts,Low,13836,18369,4502,1547,Senior,High,33436
Delhi,Shimla,Flight,Hotel,Non-Vegetarian,Trekking,Adventure,7,Winter,April,6,530,Historical Sites,None,Low,4378,6282,1219,9715,Adult,Low,8051
Mumbai,Mumbai,Flight,Hostel,Local Cuisine,Sightseeing,Work,12,Winter,February,5,1272,Religious Sites,None,Medium,11799,18501,4144,2791,Senior,Middle,14449
Kolkata,Kolkata,Flight,Homestay,Non-Vegetarian,Relaxation,Work,12,Monsoon,September,3,2532,Shopping,Airline Miles,High,3198,19090,2269,6382,Adult,Low,30503
Delhi,Jaipur,Bus,Resort,Non-Vegetarian,Sightseeing,Pilgrimage,3,Autumn,February,5,1094,Shopping,Hotel Membership,Medium,12378,5693,4890,3838,Youth,High,11401
Delhi,Delhi,Flight,Homestay,Budget Meals,Shopping,Leisure,13,Monsoon,November,6,2694,Wildlife,Hotel Membership,Medium,1424,9110,1135,4925,Youth,High,22912
Kolkata,Varanasi,Train,Homestay,Budget Meals,Cultural Events,Work,13,Winter,November,5,1716,Shopping,Airline Miles,Medium,1161,4209,3589,4140,Adult,Low,43395
Kolkata,Kolkata,Flight,Homestay,Non-Vegetarian,Sightseeing,Leisure,7,Winter,March,5,1305,Wildlife,None,High,6210,13765,1980,6155,Senior,High,15107
Delhi,Rajasthan,Car,Homestay,Local Cuisine,Sightseeing,Leisure,3,Autumn,August,5,572,Shopping,Airline Miles,Low,13049,9761,933,6564,Senior,Low,25202
